theta1,theta2,omega1,omega2,state,impulse
76.19215032227025,-6.46287915483195,-2.3587254241883784,-7.17980619676996,0,0
76.18577081694752,-6.482508157689174,-2.301704804343899,-7.159300455603216,0,0
76.17954687364961,-6.502081347607328,-2.2450835416511836,-7.139033883399634,0,0
76.17347740946414,-6.521599376763231,-2.188854034000542,-7.1190045594769344,0,0
76.1675613621698,-6.541062892080849,-2.1330087682054,-7.099210567833779,0,0
76.16179768999416,-6.560472535245553,-2.077540319038235,-7.079649998072682,0,0
76.15618537137425,-6.579828942720535,-2.0224413481919328,-7.060320946218781,0,0
76.15072340472001,-6.599132745765573,-1.9677046031993086,-7.041221515520192,0,0
76.14541080818083,-6.618384570457812,-1.9133229163435317,-7.022349817146505,0,0
76.14024661941491,-6.637585037714357,-1.859289203559456,-7.003703970893184,0,0
76.13522989536189,-6.656734763316913,-1.8055964632967516,-6.985282105791157,0,0
76.13035971201835,-6.675834357937716,-1.7522377754776244,-6.967082360798713,0,0
76.12563516421622,-6.694884427167966,-1.6992063002235227,-6.949102885319007,0,0
76.12105536540521,-6.713885571546582,-1.6464952765600174,-6.931341839532934,0,0
76.11661944743834,-6.732838386590459,-1.5940980213545117,-6.913797394976882,0,0
76.11232656036015,-6.7517434628264,-1.5420079281848302,-6.896467735045462,0,0
76.10817587219846,-6.7706013858241105,-1.4902184661132196,-6.87935105540646,0,0
76.10416656875925,-6.789412736230405,-1.438723178454893,-6.862445564334621,0,0
76.10029785342526,-6.80817808980404,-1.3875156814920047,-6.845749482984274,0,0
76.09656894695779,-6.826898017451402,-1.3365896632458316,-6.829261045711974,0,0
76.09297908730208,-6.845573085263107,-1.2859388822234905,-6.812978500313875,0,0
76.089527529396,-6.864203854550999,-1.235557166282888,-6.796900108313139,0,0
76.08621354498158,-6.882790881886313,-1.185438411504947,-6.781024145299625,0,0
76.08303642241992,-6.90133471913854,-1.1355765809930745,-6.765348901196603,0,0
76.07999546650933,-6.919835913515042,-1.0859657035744021,-6.749872680364433,0,0
76.07708999830727,-6.938295007600494,-1.0365998725374084,-6.73459380171721,0,0
76.07431935495539,-6.956712539397135,-0.9874732445314294,-6.719510598928082,0,0
76.07168288950764,-6.97508904236533,-0.9385800383515743,-6.704621420582271,0,0
76.06917997076182,-6.993425045464663,-0.8899145337436494,-6.689924630338055,0,0
76.06680998309426,-7.011721073195381,-0.8414710702018056,-6.675418606934727,0,0
76.06457232629802,-7.02997764563953,-0.7932440457898338,-6.661101744301732,0,0
76.06246641542396,-7.0481952785029875,-0.7452279160625039,-6.6469724517514805,0,0
76.06049168062485,-7.066374483157676,-0.697417192885041,-6.6330291539993596,0,0
76.05864756700295,-7.084515766683683,-0.6498064431852981,-6.619270291142357,0,0
76.05693353446094,-7.102619631911364,-0.6023902878077934,-6.60569431871545,0,0
76.05534905755569,-7.120686577463781,-0.5551634004095831,-6.59229970770798,0,0
76.05389362535534,-7.1387170977988825,-0.5081205063397647,-6.57908494457547,0,0
76.0525667412992,-7.15671168325201,-0.46125638153353066,-6.566048531319666,0,0
76.05136792306084,-7.174670820078524,-0.4145658513134549,-6.553188985390307,0,0
76.05029670241453,-7.192594990495763,-0.36804378925444325,-6.540504839615778,0,0
76.04935262510462,-7.210484672725292,-0.3216851161032537,-6.5279946422151625,0,0
76.04853525071786,-7.228340341034929,-0.2754847987653193,-6.515656956772318,0,0
76.04784415255833,-7.246162465780856,-0.22943784925155342,-6.503490362283401,0,0
76.04727891752552,-7.263951513449896,-0.18353932356512814,-6.491493453092062,0,0
76.04683914599534,-7.281707946701276,-0.13778432059189072,-6.479664838742565,0,0
76.04652445170434,-7.299432224408104,-0.09216798103079782,-6.468003143897249,0,0
76.0463344616365,-7.317124801698661,-0.04668548644076509,-6.456507008369954,0,0
76.04626881591274,-7.334786129998083,-0.001332058152911486,-6.445175086999825,0,0
76.04632716768359,-7.352416657068954,0.04389704375898873,-6.434006049561276,0,0
76.04650918302436,-7.37001682705249,0.08900652146076027,-6.4229985807508,0,0
76.04681454083327,-7.387587080509068,0.13400104041284067,-6.412151380000978,0,0
76.04724293273229,-7.405127854458382,0.17888523034889658,-6.401463161423862,0,0
76.0477940629707,-7.422639582419672,0.22366368622897426,-6.39093265375368,0,0
76.04846764833108,-7.440122694451557,0.2683409691999259,-6.380558600245195,0,0
76.04926341803818,-7.45757761719172,0.312921607575845,-6.370339758614591,0,0
76.0501811136703,-7.475004773896401,0.35741009786761424,-6.360274900854165,0,0
76.05122048907373,-7.492404584479081,0.4018109056796675,-6.35036281310181,0,0
76.05238131027909,-7.509777465549251,0.44612846663585515,-6.340602295644885,0,0
76.05366335542081,-7.527123830451127,0.49036718733259477,-6.330992162751727,0,0
76.05506641465874,-7.544444089301486,0.5345314462756505,-6.321531242540232,0,0
76.05659029010268,-7.561738649027665,0.5786255948078178,-6.312218376876899,0,0
76.05823479573914,-7.579007913404849,0.6226539580529789,-6.303052421221992,0,0
76.05999975736101,-7.596252283093219,0.6666208357946743,-6.294032244516984,0,0
76.06188501249913,-7.613472155674621,0.7105305033437617,-6.285156729072696,0,0
76.06389041035673,-7.6306679256890995,0.7543872124879272,-6.276424770450376,0,0
76.06601581174615,-7.647839984670927,0.7981951922811277,-6.267835277340282,0,0
76.06826108902767,-7.66498872118446,0.8419586499239813,-6.259387171510298,0,0
76.07062612605101,-7.682114520859895,0.8856817716714431,-6.251079387626305,0,0
76.07311081809911,-7.699217766428136,0.9293687236440746,-6.242910873106666,0,0
76.07571507183414,-7.716298837755758,0.9730236526884255,-6.234880588107671,0,0
