lag_days,prob_condition_after_event,global_event_probability,body,lag_enrichment
11,0.06971153846153846,0.050024050024050026,Mars,1.3935604659763314
12,0.06850961538461539,0.050024050024050026,Mars,1.3695335613905326
13,0.0673076923076923,0.050024050024050026,Mars,1.3455066568047336
14,0.06610576923076923,0.050024050024050026,Mars,1.3214797522189348
15,0.06610576923076923,0.050024050024050026,Mars,1.3214797522189348
16,0.06610576923076923,0.050024050024050026,Mars,1.3214797522189348
17,0.06610576923076923,0.050024050024050026,Mars,1.3214797522189348
18,0.06610576923076923,0.050024050024050026,Mars,1.3214797522189348
19,0.0673076923076923,0.050024050024050026,Mars,1.3455066568047336
20,0.06850961538461539,0.050024050024050026,Mars,1.3695335613905326
21,0.06971153846153846,0.050024050024050026,Mars,1.3935604659763314
22,0.07091346153846154,0.050024050024050026,Mars,1.41758737056213
23,0.07211538461538461,0.050024050024050026,Mars,1.4416142751479288
24,0.07451923076923077,0.050024050024050026,Mars,1.4896680843195265
25,0.07692307692307693,0.050024050024050026,Mars,1.5377218934911243
26,0.07932692307692307,0.050024050024050026,Mars,1.5857757026627217
27,0.0829326923076923,0.050024050024050026,Mars,1.6578564164201182
28,0.08653846153846154,0.050024050024050026,Mars,1.7299371301775146
29,0.09014423076923077,0.050024050024050026,Mars,1.802017843934911
30,0.09375,0.050024050024050026,Mars,1.8740985576923077
31,0.09735576923076923,0.050024050024050026,Mars,1.9461792714497042
32,0.10096153846153846,0.050024050024050026,Mars,2.0182599852071004
33,0.1045673076923077,0.050024050024050026,Mars,2.090340698964497
34,0.10817307692307693,0.050024050024050026,Mars,2.1624214127218937
35,0.11298076923076923,0.050024050024050026,Mars,2.2585290310650885
36,0.11778846153846154,0.050024050024050026,Mars,2.3546366494082838
37,0.12259615384615384,0.050024050024050026,Mars,2.450744267751479
38,0.12740384615384615,0.050024050024050026,Mars,2.5468518860946743
39,0.13221153846153846,0.050024050024050026,Mars,2.6429595044378695
40,0.13701923076923078,0.050024050024050026,Mars,2.7390671227810652
41,0.14182692307692307,0.050024050024050026,Mars,2.83517474112426
42,0.14543269230769232,0.050024050024050026,Mars,2.907255454881657
43,0.14903846153846154,0.050024050024050026,Mars,2.979336168639053
44,0.1502403846153846,0.050024050024050026,Mars,3.0033630732248517
45,0.15144230769230768,0.050024050024050026,Mars,3.0273899778106506
46,0.15264423076923078,0.050024050024050026,Mars,3.05141688239645
47,0.15384615384615385,0.050024050024050026,Mars,3.0754437869822486
48,0.15504807692307693,0.050024050024050026,Mars,3.0994706915680474
49,0.15625,0.050024050024050026,Mars,3.123497596153846
50,0.15745192307692307,0.050024050024050026,Mars,3.1475245007396446
51,0.15865384615384615,0.050024050024050026,Mars,3.1715514053254434
52,0.15985576923076922,0.050024050024050026,Mars,3.1955783099112423
